Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance;Langue_nom_substance;Date_Crea_Nom_Substance;Date_Modif_Nom_Substance
08554;08554;sodium (pertechnétate [99m Tc] de);ANS autre nom;français;08/07/1997;19/02/2023
08578;08578;acitrétine;ANS nom préféré;français;08/07/1997;
00905;08601;sulfate de sodium anhydre;ANS autre nom;français;08/07/1997;23/10/2009
08610;08610;étodolac;ANS nom préféré;français;08/07/1997;11/07/2013
08612;08612;adrenalinum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
08613;08613;calcium (lactate de) pentahydraté;ANS autre nom;français;08/07/1997;10/07/2008
08190;08630;chrome (chlorure de) hexahydraté;ANS nom préféré;français;08/07/1997;17/12/2014
08639;08639;cinnabaris pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
01023;08691;vitamine C;ANS autre nom;français;08/07/1997;01/10/2008
00674;08703;L-tryptophane;ANS nom préféré;français;08/07/1997;12/11/1998
79576;08734;macrogol 3350;ANS nom préféré;français;08/07/1997;17/06/2009
08736;08736;quinapril (chlorhydrate de);ANS nom préféré;français;08/07/1997;13/11/1998
08744;08744;urapidil (chlorhydrate d');ANS nom préféré;français;08/07/1997;07/12/2009
08751;08751;ténoxicam;ANS nom préféré;français;08/07/1997;12/11/1998
08829;08829;selenium metallicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
08846;08846;cyamémazine;ANS nom préféré;français;08/07/1997;19/11/2008
08873;08873;calcium (pentétate de) trisodique;ANS autre nom;français;08/07/1997;29/05/2006
08910;08910;crocus sativus pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
08960;08960;gossypium herbaceum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;06/08/2021
08974;08974;sodium (iodure [131 I] de) (solution de);ANS autre nom;français;08/07/1997;07/03/2023
09015;09015;mercurius corrosivus pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
40435;09027;tiagabine (chlorhydrate de) monohydraté;ANS nom préféré;français;08/07/1997;18/10/2010
09029;09029;petroleum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
12155;09045;potassium (hydrogénophosphate de);ANS autre nom;français;08/07/1997;12/03/2008
09061;09061;uva ursi pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
09122;09122;zidovudine;ANS nom préféré;français;08/07/1997;20/09/2010
09129;09129;cilastatine sodique;ANS nom préféré;français;08/07/1997;17/04/2007
29686;09140;sulfosilicoaluminate de sodium;ANS nom préféré;français;08/07/1997;26/10/2009
03559;09163;albutérol (sulfate d');ANS autre nom;français;08/07/1997;13/10/2009
09172;09172;alchemilla vulgaris pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
09182;09182;zuclopenthixol (dichlorhydrate de);ANS nom préféré;français;08/07/1997;06/08/2010
09195;09195;rhamnus frangula pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
01525;09199;vitamine D3;ANS autre nom;français;08/07/1997;25/09/2008
09231;09231;amisulpride;ANS nom préféré;français;08/07/1997;
09301;09301;doxazosine (mésilate de);ANS nom préféré;français;08/07/1997;29/06/2010
09312;09312;aconitum napellus pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
02836;09347;penicilline V;ANS autre nom;français;08/07/1997;03/09/2009
09364;09364;calcarea phosphorica pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
09401;09401;senega pour préparations homéopathiques;ANS autre nom;français;08/07/1997;09/05/2023
09414;09414;diosmectite;ANS nom préféré;français;08/07/1997;
09430;09430;arsenicum iodatum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
09477;09477;dolichos pruriens pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
09586;09586;périndopril tert-butylamine;ANS nom préféré;français;08/07/1997;01/09/2009
09629;09629;euphrasia officinalis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
09665;09665;hydrocortisone (acéponate d');ANS nom préféré;français;08/07/1997;11/05/2009
05095;09710;tartrate de potassium;ANS autre nom;français;08/07/1997;21/09/2009
27265;09734;sodium (divalproate de);ANS autre nom;français;08/07/1997;08/04/2021
09745;09745;noradrénaline;ANS nom préféré;français;08/07/1997;10/03/2023
03496;09758;polyvidone iodée;ANS autre nom;français;08/07/1997;22/09/2009
09798;09798;morniflumate;ANS nom préféré;français;08/07/1997;
09801;09801;étomidate;ANS nom préféré;français;08/07/1997;
09898;09898;aspidium filix mas pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
09967;09967;téicoplanine;ANS nom préféré;français;08/07/1997;
05216;10081;améthocaïne (chlorhydrate de);ANS autre nom;français;08/07/1997;19/11/2009
10091;10091;métoprolol (succinate de);ANS nom préféré;français;08/07/1997;24/07/2009
10109;10109;manganèse (gluconate de) dihydraté;ANS nom préféré;français;08/07/1997;
10130;10130;kalium bichromicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;22/10/2021
10157;10157;vancomycine (chlorhydrate de);ANS nom préféré;français;08/07/1997;10/12/2009
10171;10171;simvastatine;ANS nom préféré;français;08/07/1997;19/10/2009
10194;10194;pimpinella anisum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
10212;10212;staphysagria pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
10235;10235;streptozocine;ANS nom préféré;français;08/07/1997;05/11/2009
10321;10321;atropine;ANS nom préféré;français;08/07/1997;
10394;10394;siméticone;ANS nom préféré;français;08/07/1997;19/10/2009
10471;10471;esmolol (chlorhydrate d');ANS nom préféré;français;08/07/1997;30/03/2009
10562;10562;nédocromil sodique;ANS nom préféré;français;08/07/1997;17/02/2023
10600;10600;malathion;ANS nom préféré;français;08/07/1997;12/03/2008
10622;10622;sanguinaria canadensis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
10627;10627;didanosine;ANS nom préféré;français;08/07/1997;16/12/2008
10655;10655;métoclopramide;ANS nom préféré;français;08/07/1997;
02107;10661;diphénylhydantoïne;ANS autre nom;français;08/07/1997;04/09/2009
10740;10740;sodium (sélénite de) pentahydraté;ANS nom préféré;français;08/07/1997;13/01/2021
10791;10791;terpinol;ANS nom préféré;français;08/07/1997;
10803;10803;bézafibrate;ANS nom préféré;français;08/07/1997;
05229;10817;terpilénol;ANS autre nom;français;08/07/1997;19/11/2009
00931;10838;zinc (sulfate de) heptahydraté;ANS nom préféré;français;08/07/1997;16/12/2009
10876;10876;sodium (oxybate de);ANS nom préféré;français;08/07/1997;22/10/2009
19022;10924;phosphate monosodique anhydre;ANS nom préféré;français;08/07/1997;07/09/2009
10966;10966;polyfructosan;ANS nom préféré;français;08/07/1997;
02331;11030;vitamine B2;ANS autre nom;français;08/07/1997;08/10/2009
04347;11081;romarin (huile essentielle de);ANS nom préféré;français;08/07/1997;03/03/2023
11144;11144;éconazole;ANS nom préféré;français;08/07/1997;11/03/2009
06206;11158;macrogol 4000;ANS nom préféré;français;08/07/1997;17/06/2009
11164;11164;isoeugénol;ANS nom préféré;français;08/07/1997;27/12/2012
00346;11172;polyvinylique (alcool);ANS autre nom;français;08/07/1997;17/09/2009
11279;11279;fluconazole;ANS nom préféré;français;08/07/1997;
11396;11396;naltrexone (chlorhydrate de);ANS nom préféré;français;08/07/1997;06/08/2009
11401;11401;oxybutynine (chlorhydrate d');ANS nom préféré;français;08/07/1997;24/08/2009
11448;11448;carbidopa monohydratée;ANS nom préféré;français;08/07/1997;29/07/2008
11456;11456;calcium (polystyrène sulfonate de);ANS autre nom;français;08/07/1997;21/07/2008
11532;11532;ramipril;ANS nom préféré;français;08/07/1997;
11626;11626;mifépristone;ANS nom préféré;français;08/07/1997;
11650;11650;ciprofibrate;ANS nom préféré;français;08/07/1997;
11673;11673;urapidil;ANS nom préféré;français;08/07/1997;
11760;11760;nordazépam;ANS nom préféré;français;08/07/1997;17/08/2009
11789;11789;isoflurane;ANS nom préféré;français;08/07/1997;26/05/2009
11843;11843;zincum valerianicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;09/02/2023
11935;11935;trifluridine;ANS nom préféré;français;08/07/1997;01/12/2009
12019;12019;sumbul pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
12123;12123;bromum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
12155;12155;phosphate dipotassique;ANS nom préféré;français;08/07/1997;12/03/2008
12174;12174;sulfur iodatum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
12225;12225;méthylphénidate;ANS nom préféré;français;08/07/1997;26/02/2013
12345;12345;secnidazole;ANS nom préféré;français;08/07/1997;08/09/1998
12351;12351;bronopol;ANS nom préféré;français;08/07/1997;10/02/2010
12566;12566;paraffine liquide légère;ANS nom préféré;français;08/07/1997;12/03/2008
12683;12683;rhododendron ferrugineum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
12793;12793;clematis vitalba pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
12855;12855;naproxène sodique;ANS nom préféré;français;08/07/1997;17/04/2007
12870;12870;ébastine;ANS nom préféré;français;08/07/1997;
12900;12900;coffea cruda pour préparations homéopathiques;ANS autre nom;français;08/07/1997;11/02/2023
12999;12999;zopiclone;ANS nom préféré;français;08/07/1997;22/09/2010
13002;13002;causticum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
13009;13009;lappa major pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
13013;13013;calcipotriol;ANS nom préféré;français;08/07/1997;04/07/2008
13112;13112;alprazolam;ANS nom préféré;français;08/07/1997;12/11/1998
13229;13229;spongia officinalis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
13274;13274;praziquantel;ANS nom préféré;français;08/07/1997;12/11/1998
13556;13556;pancréatine ;ANS nom préféré;français;08/07/1997;
13577;13577;stanneux (chlorure) dihydraté;ANS nom préféré;français;08/07/1997;08/09/2014
13582;13582;desmopressine (acétate de) trihydraté;ANS nom préféré;français;08/07/1997;03/12/2008
13647;13647;acétique glacial (acide);ANS nom préféré;français;08/07/1997;07/03/2023
43182;13691;extrait mou de grindélia;ANS autre nom;français;08/07/1997;24/02/2020
51781;13705;extrait mou de gelsémium;ANS autre nom;français;08/07/1997;20/02/2023
13709;13709;nicardipine (chlorhydrate de);ANS nom préféré;français;08/07/1997;11/08/2009
19576;13782;hydroxypropylméthylcellulose;ANS autre nom;français;08/07/1997;05/08/2010
13794;13794;lycopodium clavatum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
13835;13835;cloxacilline;ANS nom préféré;français;08/07/1997;
13911;13911;sodium (gluconate de);ANS nom préféré;français;08/07/1997;06/01/2012
13942;13942;torémifène (citrate de);ANS nom préféré;français;08/07/1997;13/11/1998
02154;13986;galactane (sulfate de);ANS autre nom;français;08/07/1997;16/09/2009
14049;14049;bénazépril (chlorhydrate de);ANS nom préféré;français;08/07/1997;11/01/2023
14134;14134;phosphate monosodique dihydraté;ANS nom préféré;français;08/07/1997;08/09/2009
14159;14159;indium [111 In] (chlorure d');ANS nom préféré;français;08/07/1997;19/02/2023
14251;14251;néomycine;ANS nom préféré;français;08/07/1997;
67602;14275;pamidronate de sodium;ANS nom préféré;français;08/07/1997;22/10/2009
14306;14306;quinisocaïne (chlorhydrate de);ANS nom préféré;français;08/07/1997;06/10/2009
14365;14365;apocynum cannabinum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
14446;14446;mométasone (furoate de);ANS nom préféré;français;08/07/1997;27/08/2012
14672;14672;lactulose liquide;ANS nom préféré;français;08/07/1997;03/06/2009
14676;14676;paeonia officinalis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
14743;14743;oxyquinol;ANS nom préféré;français;08/07/1997;25/08/2009
00533;15019;malate de citrulline;ANS autre nom;français;08/07/1997;21/10/2008
28293;15047;acétate de nomégestrol;ANS autre nom;français;15/09/1998;13/08/2009
26004;15062;chlorhydrate de quinidine monohydraté;ANS autre nom;français;08/07/1997;26/04/2013
15078;15078;théophylline;ANS nom préféré;français;08/07/1997;20/11/2009
15089;15089;lacticum acidum pour préparations homéopathiques;ANS autre nom;français;26/05/2016;
27265;15164;divalproate de sodium;ANS autre nom;français;08/07/1997;08/04/2021
15244;15244;bleu de Prusse insoluble;ANS nom préféré;français;17/06/2014;17/06/2014
15258;15258;petit houx (extrait sec de);ANS nom préféré;français;28/06/2002;13/02/2023
14365;15321;apocynum cannabinum ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
15325;15325;ruta graveolens pour préparations homéopathiques;ANS autre nom;français;08/07/1997;09/02/2023
15369;15369;pomalidomide;ANS nom préféré;français;01/08/2012;28/12/2012
15372;15372;norfloxacine;ANS nom préféré;français;08/07/1997;17/08/2009
03088;15440;chlorhydrate de phényléphrine;ANS autre nom;français;08/07/1997;03/09/2009
03740;15452;aminoacétate de dihydroxyaluminium;ANS autre nom;français;08/07/1997;17/02/2023
29205;15502;bétaïne (citrate de) anhydre;ANS nom préféré;français;27/06/2002;13/02/2003
37849;15530;dichlorhydrate de lévocétirizine;ANS autre nom;français;22/03/2002;21/11/2011
15562;15562;sumatriptan (succinate de);ANS nom préféré;français;08/07/1997;12/11/2009
28372;15576;doxycycline;ANS nom préféré;français;03/12/2001;15/02/2013
23504;15578;mephitis putorius ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
04216;15587;chlorhydrate d'éthylmorphine;ANS autre nom;français;08/07/1997;03/04/2009
15612;15612;gadobutrol;ANS nom préféré;français;05/06/2000;
15614;15614;protéines plasmatiques humaines ;ANS nom préféré;français;01/04/2016;
03595;15623;prométhazine (résinate de);ANS nom préféré;français;08/07/1997;30/09/2009
15646;15646;tédizolid (phosphate de);ANS nom préféré;français;12/02/2015;
00746;15665;N,S-diacétylcystéinate de méthyle;ANS nom préféré;français;08/07/1997;16/02/2023
38741;15666;chlorhydrate de ropivacaïne monohydraté;ANS autre nom;français;25/08/1999;12/10/2009
15686;15686;morphine;ANS nom préféré;français;08/07/1997;
15711;15711;ribavirine;ANS nom préféré;français;08/07/1997;27/10/1998
00935;15718;propionate de josamycine;ANS autre nom;français;08/07/1997;28/05/2009
00746;15726;méthyle (N,S-diacétylcystéinate de);ANS autre nom;français;08/07/1997;16/02/2023
37304;15729;acétate d'abiratérone;ANS autre nom;français;14/09/2011;14/09/2011
15734;15734;valsartan;ANS nom préféré;français;25/05/1999;21/11/2022
36255;15762;vert d'indocyanine;ANS autre nom;français;03/07/2003;19/05/2009
15768;15768;rhus toxicodendron pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
15911;15911;cibenzoline;ANS nom préféré;français;08/07/1997;
15921;15921;eugenia jambolana pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
15988;15988;insuline humaine recombinante ;ANS nom préféré;français;27/04/1999;
01691;15994;diménhydrinate;ANS nom préféré;français;08/07/1997;24/03/2009
48944;16009;oligoside de Neisseria meningitidis du groupe C conjugué à la protéine CRM197 de Corynebacterium diphteriae;ANS nom préféré;français;02/09/2010;06/09/2010
60273;16027;ester boronique de mannitol;ANS nom préféré;français;21/07/2004;20/02/2023
