Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance
05541;77005    ;méclozine (chlorhydrate de);ANS nom préféré
02576;02576    ;médrogestone;ANS nom préféré
97272;24053    ;médronate disodique;ANS nom préféré
00557;00557    ;médroxyprogestérone (acétate de);ANS nom préféré
01056;01056    ;méfénamique (acide);ANS nom préféré
01728;01728    ;méfénidramium (métilsulfate de);ANS nom préféré
69862;69862    ;méfloquine;ANS nom préféré
29547;29547    ;méfloquine (chlorhydrate de);ANS nom préféré
19481;19481    ;mégestrol (acétate de);ANS nom préféré
07587;07587    ;méglumine;ANS nom préféré
05032;05032    ;méglumine (antimoniate de);ANS nom préféré
01343;01343    ;méglumine (benzoate de);ANS nom préféré
05455;05455    ;méglumine (ioxitalamate de);ANS nom préféré
23441;23441    ;mélatonine;ANS nom préféré
36288;36288    ;mélilot (extrait sec de);ANS nom préféré
01406;51435;melilotus officinalis ((Homéopathie));ANS nom préféré
37441;37441    ;méloxicam;ANS nom préféré
02590;02590    ;melphalan;ANS nom préféré
43362;43362    ;melphalan (chlorhydrate de);ANS nom préféré
72074;85747    ;mémantine;ANS nom préféré
49207;49207    ;mémantine (chlorhydrate de);ANS nom préféré
00538;00538    ;ménotropine ;ANS nom préféré
00160;00160    ;menthe poivrée (huile essentielle de);ANS nom préféré
02600;02600    ;méphénésine;ANS nom préféré
23504;15578;mephitis putorius ((Homéopathie));ANS nom préféré
18408;18408    ;mépivacaïne (chlorhydrate de);ANS nom préféré
19034;19034    ;mépolizumab ;ANS nom préféré
02612;02612    ;méquinol;ANS nom préféré
05007;05007    ;méquitazine;ANS nom préféré
94583;51858    ;mercaptamine;ANS nom préféré
45973;45973    ;mercaptamine (bitartrate de);ANS nom préféré
68712;68712    ;mercaptamine (chlorhydrate de);ANS nom préféré
87359;87359    ;mercaptobenzothiazole;ANS nom préféré
60167;73981    ;méropénem;ANS nom préféré
59983;59983    ;méropénem trihydraté;ANS nom préféré
69020;69020    ;mertiatide;ANS nom préféré
02640;02640    ;mésalazine;ANS nom préféré
00682;00682    ;mesna;ANS nom préféré
04442;04442    ;metformine;ANS nom préféré
24321;24321    ;metformine (chlorhydrate de);ANS nom préféré
00210;00210    ;metformine (embonate de);ANS nom préféré
47784;47784    ;méthadone (chlorhydrate de);ANS nom préféré
02666;02666    ;méthionine;ANS nom préféré
02340;02340    ;méthocarbamol;ANS nom préféré
02345;02345    ;méthotrexate;ANS nom préféré
30849;30849    ;méthotrexate disodique;ANS nom préféré
03396;03396    ;méthoxsalène;ANS nom préféré
29076;29076    ;méthoxy polyéthylène glycol-époétine bêta ;ANS nom préféré
27453;27453    ;méthoxyflurane;ANS nom préféré
02350;02350    ;méthyclothiazide;ANS nom préféré
34537;34537    ;méthyldopa anhydre;ANS nom préféré
05452;05452    ;méthyle (nicotinate de);ANS nom préféré
02357;02357    ;méthylergométrine (maléate de);ANS nom préféré
65961;97887    ;méthylnaltrexone (bromure de);ANS nom préféré
12225;12225    ;méthylphénidate;ANS nom préféré
05407;05407    ;méthylphénidate (chlorhydrate de);ANS nom préféré
02361;02361    ;méthylprednisolone;ANS nom préféré
03927;03927    ;méthylprednisolone (acétate de);ANS nom préféré
07032;80481    ;méthylprednisolone (hydrogénosuccinate de);ANS nom préféré
05031;05031    ;méthylsilanetriol et de salicylate de sodium (solution de);ANS nom préféré
01281;29206    ;méthylthioninium (chlorure de);ANS nom préféré
94263;94098    ;méthylthioninium (hydroxyde de);ANS nom préféré
10655;10655    ;métoclopramide;ANS nom préféré
00726;00726    ;métoclopramide (chlorhydrate de);ANS nom préféré
18055;66102    ;métoclopramide (chlorhydrate de) anhydre;ANS nom préféré
02376;02376    ;métopimazine;ANS nom préféré
10091;10091    ;métoprolol (succinate de);ANS nom préféré
00933;00933    ;métoprolol (tartrate de);ANS nom préféré
78993;78993    ;métréleptine ;ANS nom préféré
02382;02382    ;métronidazole;ANS nom préféré
01188;01188    ;métronidazole (benzoate de);ANS nom préféré
31591;31591    ;métyrapone;ANS nom préféré
46355;46355    ;mexilétine;ANS nom préféré
00924;00924    ;mexilétine (chlorhydrate de);ANS nom préféré
00602;00602    ;miansérine (chlorhydrate de);ANS nom préféré
26391;26391    ;micafungine;ANS nom préféré
90967;90967    ;micafungine sodique;ANS nom préféré
00600;00600    ;miconazole;ANS nom préféré
03026;03026    ;miconazole (nitrate de);ANS nom préféré
02667;02667    ;midazolam;ANS nom préféré
51868;51868    ;midazolam (chlorhydrate de);ANS nom préféré
98763;98763    ;midodrine (chlorhydrate de);ANS nom préféré
72144;72144    ;midostaurine;ANS nom préféré
11626;11626    ;mifépristone;ANS nom préféré
69055;69055    ;migalastat;ANS nom préféré
85055;85055    ;migalastat (chlorhydrate de);ANS nom préféré
50274;50274    ;miglitol;ANS nom préféré
81626;81626    ;miglustat;ANS nom préféré
22712;74947;millefolium ((Homéopathie));ANS nom préféré
04235;04235    ;millepertuis (extrait sec de);ANS nom préféré
46403;46403    ;milnacipran;ANS nom préféré
75210;75210    ;milnacipran (chlorhydrate de);ANS nom préféré
60217;60217    ;milrinone;ANS nom préféré
37703;19327    ;minocycline;ANS nom préféré
03401;03401    ;minocycline (chlorhydrate de);ANS nom préféré
20394;20394    ;minoxidil;ANS nom préféré
49118;49118    ;mirabégron;ANS nom préféré
07787;07787    ;miristalkonium (chlorure de);ANS nom préféré
45485;45485    ;mirtazapine;ANS nom préféré
07238;07238    ;misoprostol;ANS nom préféré
00582;95026    ;mitomycine;ANS nom préféré
84359;84359    ;mitotane;ANS nom préféré
50405;64291    ;mitoxantrone;ANS nom préféré
18851;18851    ;mitoxantrone (chlorhydrate de);ANS nom préféré
25017;25017    ;mivacurium;ANS nom préféré
55432;55432    ;mivacurium (chlorure de);ANS nom préféré
66292;66292    ;mizolastine;ANS nom préféré
21102;21102    ;moclobémide;ANS nom préféré
18254;18254    ;modafinil;ANS nom préféré
94980;94980    ;mogamulizumab ;ANS nom préféré
01328;01328    ;molsidomine;ANS nom préféré
84393;58469    ;molybdate (VI) [99 mo] de sodium;ANS nom préféré
01981;48556    ;molybdate d'ammonium tétrahydraté;ANS nom préféré
04042;22715    ;molybdate de sodium dihydraté;ANS nom préféré
14446;14446    ;mométasone (furoate de);ANS nom préféré
33681;89217    ;mométasone (furoate de) monohydraté;ANS nom préféré
60922;60922    ;monmectite;ANS nom préféré
04760;65935    ;monofluorophosphate de sodium;ANS nom préféré
80102;46803    ;montélukast;ANS nom préféré
86162;86162    ;montélukast sodique;ANS nom préféré
09798;09798    ;morniflumate;ANS nom préféré
80439;80439    ;moroctocog alfa ;ANS nom préféré
15686;15686    ;morphine;ANS nom préféré
00585;00585    ;morphine (chlorhydrate de);ANS nom préféré
01099;01099    ;morphine (sulfate de);ANS nom préféré
24723;24723    ;morpholinylmercaptobenzothiazole;ANS nom préféré
38193;71240    ;moxifloxacine;ANS nom préféré
45328;45328    ;moxifloxacine (chlorhydrate de);ANS nom préféré
02414;02414    ;moxisylyte (chlorhydrate de);ANS nom préféré
76840;76840    ;moxonidine;ANS nom préféré
06825;06825    ;mupirocine;ANS nom préféré
49972;49972    ;mupirocine calcique;ANS nom préféré
19698;19698    ;mycophénolate mofétil;ANS nom préféré
82477;82477    ;mycophénolate mofétil (chlorhydrate de);ANS nom préféré
62257;62257    ;mycophénolate sodique;ANS nom préféré
00589;00589    ;myrtécaïne;ANS nom préféré
00336;00336    ;myrtécaïne (laurilsulfate de);ANS nom préféré
60674;25636    ;myrtille (fruit de) (extrait sec de);ANS nom préféré
54655;54655    ;nabumétone;ANS nom préféré
28609;28609    ;nadolol;ANS nom préféré
24513;24513    ;nadroparine calcique ;ANS nom préféré
82435;82435    ;nafaréline (acétate de);ANS nom préféré
02423;02423    ;naftazone;ANS nom préféré
26361;26361    ;naftidrofuryl;ANS nom préféré
03339;93322    ;naftidrofuryl (hydrogénooxalate de);ANS nom préféré
02338;02338    ;nalbuphine (chlorhydrate de);ANS nom préféré
29165;29165    ;nalméfène;ANS nom préféré
85057;85057    ;nalméfène (chlorhydrate de) dihydraté;ANS nom préféré
44103;44103    ;naloxégol;ANS nom préféré
17883;17883    ;naloxégol (oxalate de);ANS nom préféré
65807;22773    ;naloxone;ANS nom préféré
00861;00861    ;naloxone (chlorhydrate de) anhydre;ANS nom préféré
79853;79853    ;naloxone (chlorhydrate de) dihydraté;ANS nom préféré
11396;11396    ;naltrexone (chlorhydrate de);ANS nom préféré
03933;03933    ;naphazoline (nitrate de);ANS nom préféré
03271;03271    ;naproxène;ANS nom préféré
12855;12855    ;naproxène sodique;ANS nom préféré
39704;39704    ;naratriptan;ANS nom préféré
73086;64437    ;naratriptan (chlorhydrate de);ANS nom préféré
19872;19872    ;natalizumab ;ANS nom préféré
75247;23077;natrum carbonicum ((Homéopathie));ANS nom préféré
07063;31721;natrum nitricum ((Homéopathie));ANS nom préféré
08210;81467;natrum phosphoricum ((Homéopathie));ANS nom préféré
06238;36448;natrum salicylicum ((Homéopathie));ANS nom préféré
96027;42325    ;nébivolol;ANS nom préféré
90670;90670    ;nébivolol (chlorhydrate de);ANS nom préféré
19859;19859    ;néfopam (chlorhydrate de);ANS nom préféré
16279;16279    ;nélarabine;ANS nom préféré
14251;14251    ;néomycine;ANS nom préféré
04455;04455    ;néomycine (sulfate de);ANS nom préféré
03633;03633    ;néostigmine (métilsulfate de);ANS nom préféré
23481;23481    ;nétupitant;ANS nom préféré
80180;62588    ;névirapine;ANS nom préféré
18426;18426    ;névirapine hémihydratée;ANS nom préféré
00152;66482    ;niaouli (huile essentielle de);ANS nom préféré
13709;13709    ;nicardipine (chlorhydrate de);ANS nom préféré
05067;05067    ;nickel (gluconate de);ANS nom préféré
84805;84805    ;nickel (sulfate de) hexahydraté;ANS nom préféré
02443;02443    ;niclosamide;ANS nom préféré
76057;76057    ;nicorandil;ANS nom préféré
02452;02452    ;nicotinamide;ANS nom préféré
94037;94037    ;nicotine;ANS nom préféré
92098;92098    ;nicotine (bitartrate de) dihydraté;ANS nom préféré
30981;49145    ;nicotine (résinate de);ANS nom préféré
81549;81549    ;nicotine-bétadex (complexe);ANS nom préféré
00842;00842    ;nifédipine;ANS nom préféré
01062;01062    ;niflumique (acide);ANS nom préféré
02463;02463    ;nifuroxazide;ANS nom préféré
71030;71030    ;nilotinib;ANS nom préféré
17445;17445    ;nilotinib (chlorhydrate de) monohydraté;ANS nom préféré
02132;02132    ;nilutamide;ANS nom préféré
79486;79486    ;nimodipine;ANS nom préféré
41187;41187    ;nintédanib;ANS nom préféré
52826;52826    ;nintédanib (ésilate de);ANS nom préféré
82705;82705    ;niraparib;ANS nom préféré
19651;19651    ;niraparib (tosilate de) monohydraté;ANS nom préféré
68364;68364    ;nirmatrelvir;ANS nom préféré
70638;70638    ;nitisinone;ANS nom préféré
02471;02471    ;nitrazépam;ANS nom préféré
60311;60311    ;nitrendipine;ANS nom préféré
02380;17797;nitricum acidum ((Homéopathie));ANS nom préféré
02476;02476    ;nitrofurantoïne;ANS nom préféré
00801;18466    ;nitroprussiate de sodium;ANS nom préféré
16591;16591    ;nivolumab ;ANS nom préféré
79487;79487    ;nizatidine;ANS nom préféré
28293;28293    ;nomégestrol (acétate de);ANS nom préféré
41629;41629    ;nonacog alfa ;ANS nom préféré
41720;41720    ;nonacog gamma ;ANS nom préféré
02487;02487    ;noradrénaline (tartrate de);ANS nom préféré
11760;11760    ;nordazépam;ANS nom préféré
17048;17048    ;norelgestromine;ANS nom préféré
02493;02493    ;noréthandrolone;ANS nom préféré
03940;03940    ;noréthistérone (acétate de);ANS nom préféré
15372;15372    ;norfloxacine;ANS nom préféré
04400;04400    ;norgestimate;ANS nom préféré
02506;02506    ;noscapine;ANS nom préféré
03202;70991    ;noscapine (résinate de);ANS nom préféré
19922;19922    ;nusinersen;ANS nom préféré
59478;59478    ;nusinersen sodique;ANS nom préféré
08212;61000;nux moschata ((Homéopathie));ANS nom préféré
99388;50139;nymphaea lutea ((Homéopathie));ANS nom préféré
02509;02509    ;nystatine;ANS nom préféré
61823;86801    ;obéticholique (acide);ANS nom préféré
99417;99417    ;obinutuzumab ;ANS nom préféré
89420;89420    ;ocrélizumab ;ANS nom préféré
33424;33424    ;ocriplasmine ;ANS nom préféré
99857;22653    ;octocog alfa ;ANS nom préféré
55385;62057    ;octocog alfa ;ANS nom préféré
44322;44322    ;octréotide;ANS nom préféré
06494;06494    ;octréotide (acétate d');ANS nom préféré
23464;47559;oenanthe crocata ((Homéopathie));ANS nom préféré
49243;49243    ;ofatumumab ;ANS nom préféré
02754;02754    ;ofloxacine;ANS nom préféré
17723;17723    ;olanzapine;ANS nom préféré
43719;43719    ;olanzapine (pamoate d') monohydraté;ANS nom préféré
35487;35487    ;olaparib;ANS nom préféré
04942;91138;olibanum ((Homéopathie));ANS nom préféré
99920;81952    ;oligoside de Neisseria meningitidis (souche C11) groupe C conjugué à la protéine CRM-197 de Corynebacterium diphteriae;ANS nom préféré
19692;69321    ;oligoside de Neisseria meningitidis du groupe A conjugué à la protéine CRM197 de Corynebacterium diphteriae;ANS nom préféré
48944;16009    ;oligoside de Neisseria meningitidis du groupe C conjugué à la protéine CRM197 de Corynebacterium diphteriae;ANS nom préféré
83067;83067    ;oligoside de Neisseria meningitidis du groupe W135 conjugué à la protéine CRM197;ANS nom préféré
36543;18027    ;oligoside de Neisseria meningitidis du groupe Y conjugué à la protéine CRM197 de Corynebacterium diphteriae;ANS nom préféré
93119;84588    ;oligoside de Streptococcus pneumoniae sérotype 18C conjugué à la protéine vectrice CRM197;ANS nom préféré
19874;59834    ;olive (huile d') raffinée;ANS nom préféré
03709;78732    ;Olivier (extrait sec de);ANS nom préféré
29486;29486    ;olmésartan médoxomil;ANS nom préféré
34720;34720    ;olodatérol;ANS nom préféré
78014;78014    ;olodatérol (chlorhydrate d');ANS nom préféré
72608;25354    ;olopatadine;ANS nom préféré
16296;16296    ;olopatadine (chlorhydrate d');ANS nom préféré
44028;44028    ;olsalazine sodique;ANS nom préféré
99222;99222    ;omalizumab ;ANS nom préféré
85275;85275    ;ombitasvir;ANS nom préféré
17339;17339    ;oméga-3 (esters éthyliques 90 d'acides) ;ANS nom préféré
52389;52389    ;oméga-3 (esters éthyliques d'acides) ;ANS nom préféré
04773;04773    ;oméprazole;ANS nom préféré
58713;58713    ;oméprazole magnésium;ANS nom préféré
83438;83438    ;oméprazole sodique;ANS nom préféré
79594;79594    ;omoconazole (nitrate d');ANS nom préféré
82769;82769    ;onasemnogène abéparvovec ;ANS nom préféré
42537;42537    ;ondansétron;ANS nom préféré
16951;16951    ;ondansétron (chlorhydrate d') dihydraté;ANS nom préféré
97156;97156    ;opium (extrait sec d');ANS nom préféré
05100;05100    ;opium (poudre d');ANS nom préféré
21227;21227    ;opium (teinture titrée d');ANS nom préféré
26394;26394    ;oritavancine;ANS nom préféré
23758;23758    ;oritavancine (diphosphate d');ANS nom préféré
17760;17760    ;orlistat;ANS nom préféré
00974;00974    ;ornidazole;ANS nom préféré
03946;03946    ;ornithine;ANS nom préféré
46395;46395    ;ornithine (chlorhydrate d');ANS nom préféré
05085;05085    ;ornithine (oxoglurate d');ANS nom préféré
21799;96340;oscillococcinum ((Homéopathie));ANS nom préféré
57329;57329    ;oseille crépue (extrait sec d');ANS nom préféré
74746;74746    ;oséltamivir;ANS nom préféré
60091;60091    ;oséltamivir (phosphate d');ANS nom préféré
28437;28437    ;osilodrostat;ANS nom préféré
54965;54965    ;osilodrostat (phosphate d');ANS nom préféré
