Code_Substance;Code_SMS;Lib_Pref_Fran;Lib_Pref_Anglais;Date_Crea_Substance;Date_Modif_Substance
19757;100000081793;céfazoline;;20/06/2002;
19770;NA;ginkgo (extrait sec raffiné et quantifié de);;08/10/2014;07/03/2018
19774;100000180060;spésolimab ;;23/12/2022;24/12/2022
19809;100000092373;atorvastatine;;03/05/2002;20/11/2022
19859;100000091067;néfopam (chlorhydrate de);;08/07/1997;26/08/2011
19872;100000089594;natalizumab ;;26/07/2006;28/09/2007
19874;100000079597;olive (huile d') raffinée;;23/07/1999;07/03/2023
19922;100000169172;nusinersen;;04/07/2017;
19944;100000092109;palipéridone;;01/08/2006;18/04/2011
20030;100000085474;paclitaxel;;08/07/1997;17/01/2011
20052;100000092865;toxine botulinique type A ;;08/07/1997;19/02/2023
20245;NA;virus poliomyélitique souche Saukett de type 3 inactivé ;;08/07/1997;19/02/2023
20256;100000091324;venlafaxine (chlorhydrate de);;08/07/1997;27/09/2010
20262;100000089323;rotavirus réassortant humain-bovin de sérotype G1 (vivant) ;;26/07/2006;17/07/2012
20386;100000090210;mécétronium (étilsulfate de);;08/07/1997;06/04/2009
20394;100000090366;minoxidil;;08/07/1997;06/09/2011
20433;100000141503;ponatinib;;09/04/2013;06/05/2013
20441;100000092585;clotiazépam;;08/07/1997;27/10/2008
20515;NA;protéine de fusion recombinante NHBA de Neisseria meningitidis groupe B ;;24/01/2013;06/02/2013
20540;100000092276;acarbose;;08/07/1997;14/10/2008
20668;100000090469;rémifentanil (chlorhydrate de);;25/05/1999;07/12/2010
20676;100000092996;protéine diphtérique CRM197;;04/02/2003;09/02/2022
20740;100000091875;sitagliptine;;06/04/2007;20/11/2022
20754;100000091362;pivmécillinam (chlorhydrate de);;08/07/1997;27/12/2010
20789;100000079618;oméga-3 (triglycérides d'acides) ;;06/09/2002;17/02/2023
20863;100000087441;alminoprofène;;08/07/1997;27/01/2009
20879;100000089841;magnésium (lactate de) dihydraté;;08/07/1997;18/10/2011
20884;100000086670;glycopyrronium;;12/10/2012;30/10/2012
20890;100000092536;topiramate;;08/07/1997;12/10/2010
20900;100000163385;ivabradine (oxalate d');;23/11/2015;23/11/2015
20915;100000131566;irinotécan (chlorhydrate d') trihydraté;;08/07/1997;24/11/2011
20950;NA;pipampérone;;04/02/2003;17/02/2023
21037;100000169999;fluoroestradiol (18F);;12/09/2016;
21050;100000089173;sitagliptine (phosphate de) monohydraté;;06/04/2007;19/11/2018
21053;100000092557;captopril;;08/07/1997;27/01/2009
21102;100000092489;moclobémide;;08/07/1997;08/09/2011
21129;100000087379;fumagilline;;09/05/2005;23/04/2009
21178;100000092066;carraghénanes;;01/02/1999;11/03/2010
21227;NA;opium (teinture titrée d');;20/01/2020;20/01/2020
21331;100000165748;fluciclovine (18F);;20/06/2017;20/06/2017
21352;100000089027;ioflupane (123I);;28/06/1999;30/11/2006
21365;100000124419;sémaglutide ;;03/04/2018;03/04/2018
21374;100000115493;éribuline;;24/05/2011;23/10/2012
21497;100000088282;chloroquine;;06/06/2002;
21510;100000085458;iloprost;;08/07/1997;02/12/2011
21658;NA;BCG atténué - souche Connaught ;;26/01/2012;26/01/2012
21697;100000126270;pipéraquine (tétraphosphate de);;10/11/2011;16/11/2011
21771;100000092019;propranolol;;08/07/1997;09/12/2010
21825;100000084574;éprosartan;;20/06/2002;
21863;100000141349;citrate dipotassique anhydre;;22/01/2004;19/02/2023
21873;100000143385;lédipasvir;;27/08/2014;
21875;100000081645;pirfénidone;;15/03/2011;15/03/2011
21888;100000092032;buprénorphine (chlorhydrate de);;08/07/1997;21/03/2012
21962;NA;ferrique (hydroxyde) - saccharose (complexe d');;08/07/1997;26/10/2007
21973;100000090521;calcipotriol monohydraté;;08/07/1997;04/07/2008
22002;NA;gadoxétate disodique;;10/01/2005;20/01/2005
22114;100000082068;cétalkonium (chlorure de);;08/07/1997;24/09/2008
22129;100000090489;lévobupivacaïne (chlorhydrate de);;28/01/2000;21/11/2011
22155;NA;manganèse (chlorure de) tétrahydraté;;19/11/1998;10/03/2023
22203;100000115888;clopidogrel (chlorhydrate de);;08/12/2009;18/12/2009
22273;100000092483;amikacine;;08/07/1997;27/01/2009
22322;100000124502;tapentadol;;15/11/2011;16/11/2011
22324;100000091241;rifamycine sodique;;08/07/1997;08/12/2010
22336;100000086962;indapamide hémihydraté;;25/11/2002;06/12/2011
22338;100000085826;halopéridol (décanoate d');;08/07/1997;06/05/2009
22364;100000091074;diclofénac de diéthylamine;;08/07/1997;09/07/2014
22444;NA;diphénylparaphénylènediamine;;08/07/1997;
22466;100000092485;bétaxolol (chlorhydrate de);;08/07/1997;27/01/2009
22546;NA;thallium [201 Tl] (chlorure de);;08/07/1997;19/02/2023
22650;100000079843;phosphate monopotassique;;08/07/1997;03/01/2011
22692;100000092078;kétoconazole;;08/07/1997;01/12/2011
22748;100000085663;rifampicine sodique;;08/07/1997;08/12/2010
22787;NA;insuline asparte isophane biphasique ;;06/06/2000;21/07/2010
22804;100000175706;élétriptan (bromhydrate d') monohydraté;;29/11/2017;29/11/2017
23010;100000084369;rupatadine;;19/12/2006;19/12/2006
23027;NA;rhénium (heptasulfure de);;08/07/1997;19/02/2023
23046;100000091275;fluvoxamine (maléate de);;08/07/1997;20/04/2009
23106;100000090009;quinidine (gluconate de);;04/06/1999;
23156;100000091982;lévobupivacaïne;;03/02/2004;29/03/2013
23185;100000086898;tréprostinil sodique;;14/04/2005;29/09/2010
23186;100000083651;icatibant;;10/12/2008;26/02/2009
23234;NA;saccharomyces boulardii CNCM I-745;;11/01/2021;11/01/2021
23243;300000005901;téclistamab ;;06/10/2022;06/10/2022
23247;100000085462;ivabradine;;01/12/2005;07/12/2005
23251;NA;polyoside de Neisseria meningitidis de groupe Y conjugué à l'anatoxine tétanique;;23/05/2012;23/05/2012
23258;NA;asciminib (chlorhydrate d');;22/08/2022;22/08/2022
23318;100000078231;cellulose microcristalline;;08/07/1997;10/03/2010
23441;100000090233;mélatonine;;17/09/2007;15/02/2023
23481;100000156565;nétupitant;;21/05/2015;21/05/2015
23576;NA;polyosides de Streptococcus pneumoniae sérotype 10A;;15/11/2000;19/02/2023
23609;100000140150;ibuprofène sodique dihydraté;;10/06/2015;10/06/2015
23654;100000091065;tobramycine;;08/07/1997;12/10/2010
23684;100000085475;pémétrexed;;08/10/2004;
23758;100000156566;oritavancine (diphosphate d');;12/02/2015;
23835;100000089548;sous unité B de la toxine cholérique recombinante ;;02/06/2004;22/03/2023
23916;100000089543;laronidase ;;24/10/2003;28/10/2003
23918;100000082806;lévocabastine;;10/10/2002;17/10/2012
23926;NA;artichaut (extrait sec d');;19/07/2002;21/07/2004
23957;100000089867;lansoprazole;;08/07/1997;18/11/2011
23986;100000091846;témoporfine;;07/08/2000;25/10/2006
24033;100000090343;krypton [81m Kr];;08/07/1997;19/02/2023
24075;100000091457;étanercept ;;23/04/1999;15/01/2023
24078;100000159977;gallium (68Ga) (chlorure de);;22/06/2015;22/06/2015
24140;100000091924;prastérone;;08/03/2004;12/07/2004
24209;100000183986;valaciclovir (chlorhydrate de) dihydraté;;12/06/2008;11/12/2022
24245;100000090754;ambroxol (chlorhydrate d');;08/07/1997;28/01/2009
24247;100000091531;éthinylestradiol bétadex-clathrate;;06/03/2006;08/04/2009
24277;100000085439;ibandronique (acide);;26/03/2002;17/01/2013
24296;100000091055;luméfantrine;;23/05/2001;14/08/2006
24321;100000091366;metformine (chlorhydrate de);;08/07/1997;10/10/2011
24381;100000091309;budésonide;;08/07/1997;28/01/2009
24417;NA;éflornithine (chlorhydrate d');;08/07/1997;17/02/2023
24418;NA;thiamine (chlorhydrate de) anhydre;;23/08/2002;19/02/2023
24441;100000172035;agomélatine-acide citrique (co-cristal d');;06/08/2018;06/08/2018
24513;100000090028;nadroparine calcique ;;08/07/1997;18/10/1999
24519;100000091298;palmier de Floride (extrait de);;08/07/1997;27/11/2014
24563;100000092364;clarithromycine;;08/07/1997;21/10/2008
24567;100000128395;blinatumomab ;;18/11/2015;
24568;100000089257;telbivudine;;23/03/2006;22/10/2010
24583;100000124471;tapentadol (chlorhydrate de);;15/11/2011;17/11/2011
24624;100000183068;sotorasib;;10/01/2022;10/01/2022
24625;100000171715;darolutamide;;03/02/2020;03/02/2020
24680;NA;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 58 ;;02/04/2015;19/02/2023
24723;100000134273;morpholinylmercaptobenzothiazole;;08/07/1997;28/12/2012
24724;NA;polyosides de Streptococcus pneumoniae sérotype 6B;;15/11/2000;19/02/2023
24735;100000076913;benzalkonium (chlorure de), solution de;;15/01/1999;28/01/2009
24778;100000134268;zinc (dibutyldithiocarbamate de);;08/07/1997;11/01/2013
24833;100000166177;velpatasvir;;10/08/2016;
24942;300000005926;bérotralstat;;05/05/2021;05/05/2021
24945;100000085407;éflornithine;;27/06/2002;
24982;100000089619;alendronate de sodium trihydraté;;08/07/1997;29/12/2022
24996;100000088020;zonisamide;;09/05/2005;22/09/2010
25017;100000086141;mivacurium;;16/09/2002;
25022;100000092246;magnésium (carbonate de) léger;;08/07/1997;14/10/2011
25037;100000091432;iopamidol;;08/07/1997;08/12/2011
25114;100000090577;hydromorphone (chlorhydrate d');;08/07/1997;13/12/2011
25169;100000083487;succimer;;08/07/1997;25/10/2010
25252;100000090423;valproïque (acide);;08/07/1997;24/09/2010
25329;100000090426;azélastine (chlorhydrate d');;08/07/1997;28/01/2009
25336;100000092492;piroxicam;;08/07/1997;27/12/2010
25360;100000092358;magnésium (carbonate de) lourd;;08/07/1997;14/10/2011
25487;100000091079;flavoxate (chlorhydrate de);;08/07/1997;21/02/2013
25649;100000171856;vaborbactam;;11/01/2019;11/01/2019
25681;100000089434;lacosamide;;10/12/2008;08/12/2009
25715;100000092808;aciclovir;;08/07/1997;14/12/2010
25783;100000090451;ranitidine (chlorhydrate de);;08/07/1997;06/12/2010
25936;100000079791;codéine (phosphate de) anhydre;;14/11/2002;02/03/2023
25975;100000091037;zolpidem (tartrate de);;08/07/1997;22/09/2010
25985;100000091316;cinchonine (chlorhydrate de) dihydraté;;08/07/1997;03/04/2013
25996;NA;cinchonidine (chlorhydrate de) monohydraté;;08/07/1997;19/02/2023
26004;NA;quinidine (chlorhydrate de) monohydraté;;08/07/1997;26/04/2013
26023;100000140052;ataluren;;10/06/2014;10/06/2014
26036;100000156577;lumacaftor;;26/11/2015;
26053;NA;extrait allergénique de pollen de flouve odorante;;02/02/2004;07/03/2023
26064;100000128629;empagliflozine;;24/03/2014;24/03/2014
26138;100000184268;cellules autologues CD3+ transduites anti-CD19 ;;19/02/2021;19/02/2021
26148;100000180154;solriamfétol (chlorhydrate de);;07/01/2020;07/01/2020
26150;100000081145;promégestone;;08/07/1997;16/12/2010
26197;100000180153;solriamfétol;;07/01/2020;07/01/2020
26221;NA;oxidronate de sodium;;08/07/1997;
26259;100000088884;érythromycine (lactobionate d');;08/07/1997;27/03/2009
26310;100000076383;parahydroxybenzoate de butyle;;08/07/1997;11/12/2012
26322;100000092624;venlafaxine;;06/06/2002;
26361;100000084457;naftidrofuryl;;08/07/1997;
26376;100000085043;étoposide (phosphate d');;08/07/1997;06/04/2009
26382;100000124127;fidaxomicine;;19/12/2011;21/12/2011
26391;100000091615;micafungine;;07/07/2003;
26394;100000092219;oritavancine;;12/02/2015;
26478;100000091983;tazobactam;;21/10/2002;01/03/2013
26543;100000181711;pegcétacoplan;;20/10/2021;10/11/2021
26561;100000089193;tériparatide ;;07/11/2001;
26562;NA;pizotifène;;26/09/2002;17/02/2023
26569;100000115858;vélaglucérase alfa ;;14/10/2010;25/10/2010
26590;100000087409;amorolfine;;21/10/2002;24/05/2011
26622;100000089317;5-aminolévulinique (acide);;18/01/2012;19/01/2012
26624;NA;polyosides de Streptococcus pneumoniae sérotype 33F;;15/11/2000;19/02/2023
26649;100000092121;ciclosporine;;08/07/1997;29/09/2008
26682;100000092486;létrozole;;08/07/1997;18/11/2011
26718;NA;or (poudre d');;08/07/1997;19/02/2023
26727;100000091449;rosuvastatine calcique;;23/12/2002;01/12/2010
26772;100000168765;cangrélor tétrasodique;;17/01/2014;15/05/2014
26834;100000092220;dinoprostone;;08/07/1997;25/03/2009
26880;NA;voxélotor;;18/02/2022;18/02/2022
26898;100000183717;indacatérol (acétate d');;11/02/2020;11/02/2020
27023;100000166073;brodalumab ;;03/10/2017;03/10/2017
27062;100000078725;indigotine;;08/07/1997;08/06/2010
27104;100000124166;palipéridone (palmitate de);;13/04/2011;18/04/2011
27173;100000093072;eltrombopag olamine;;23/06/2010;01/07/2010
27179;100000089288;eptifibatide;;07/03/2000;19/03/2009
27186;100000092392;lévocabastine (chlorhydrate de);;08/07/1997;21/11/2011
27194;100000176409;sacituzumab govitecan;;12/11/2021;12/11/2021
27201;100000166701;baricitinib;;27/02/2017;
27222;100000092577;carvédilol;;08/07/1997;28/01/2009
27265;100000079049;valproate semisodique;;08/07/1997;08/04/2021
27287;100000083441;dapoxétine;;09/08/2012;27/08/2012
27299;100000090155;pidolate de zinc;;08/07/1997;17/01/2008
27309;100000181568;difélikéfaline;;28/03/2022;28/03/2022
27324;100000087599;lopéramide (oxyde de) monohydraté;;08/07/1997;08/11/2011
27352;100000090319;sorafénib (tosilate de);;08/08/2006;12/11/2010
27368;100000092147;chlorobutanol hémihydraté;;08/07/1997;22/09/2008
27375;100000089235;saxagliptine;;11/01/2010;08/12/2011
27380;100000083191;désogestrel;;08/07/1997;05/12/2008
27387;100000092747;erlotinib (chlorhydrate d');;03/11/2005;26/03/2009
27414;NA;arrête-bœuf (racine d');;05/09/2002;19/02/2023
27453;100000081436;méthoxyflurane;;08/07/1997;
27467;100000079034;trolamine;;08/07/1997;17/10/2019
27488;100000080711;flunarizine;;07/11/2002;02/07/2013
27541;100000168903;fHbp de la sous-famille A de Neisseria meningitidis de sérogroupe B ;;26/06/2017;19/02/2023
27570;100000089517;atazanavir;;16/03/2004;
27660;100000089582;temsirolimus;;04/12/2006;04/12/2006
27665;100000089546;antigène de surface de l'hépatite B ;;02/05/2012;25/03/2021
27705;100000084909;cibenzoline (succinate de);;08/07/1997;29/09/2008
27707;NA;oxacilline;;06/06/2002;13/04/2022
27713;100000161112;pitolisant;;13/05/2015;13/05/2015
27729;100000083740;cromoglicique (acide);;22/05/2002;17/02/2023
27775;100000124141;rilpivirine;;13/12/2011;14/12/2011
27916;300000011235;talazoparib (tosilate de);;20/06/2019;20/06/2019
27929;100000090416;flunarizine (dichlorhydrate de);;08/07/1997;15/04/2009
28021;100000091948;bifonazole;;08/07/1997;28/01/2009
28164;NA;yttrium [90 Y] (citrate d');;28/06/1999;19/02/2023
28165;100000092629;amoxicilline trihydratée;;08/07/1997;04/02/2009
28231;NA;avizafone (chlorhydrate d');;03/08/2006;
28293;100000090279;nomégestrol (acétate de);;15/09/1998;27/06/2011
28336;100000169012;ponésimod;;01/06/2021;01/06/2021
28372;100000092212;doxycycline;;03/12/2001;15/02/2013
28406;NA;anémone pulsatille (extrait fluide d');;07/11/2002;19/02/2023
28408;100000079011;ticarcilline disodique;;08/07/1997;08/10/2010
28416;100000085801;vancomycine;;08/07/1997;30/10/2012
28437;100000176720;osilodrostat;;07/01/2020;07/01/2020
28459;100000091480;propafénone (chlorhydrate de);;08/07/1997;09/12/2010
28519;100000164244;follitropine delta ;;16/01/2017;16/01/2023
28589;100000092727;indacatérol (maléate d');;09/02/2010;11/02/2010
28609;100000084428;nadolol;;08/07/1997;13/07/2011
28612;NA;sureau (fleur de), extrait sec de;;20/10/2021;20/10/2021
28630;100000091899;ceftobiprole;;28/04/2014;28/04/2014
28631;100000180054;imlifidase ;;12/08/2020;12/08/2020
28664;100000153304;antithrombine III humaine ;;15/10/1999;
28730;NA;virus poliomyelitique souche Mahoney de type 1 inactivé ;;08/07/1997;19/02/2023
28847;100000089367;darunavir;;16/03/2007;28/11/2008
28886;100000090559;galantamine (bromhydrate de);;24/10/2000;27/04/2009
28889;100000080846;pyrazinamide;;08/07/1997;10/12/2010
29076;100000089843;méthoxy polyéthylène glycol-époétine bêta ;;30/08/2007;11/09/2007
29107;100000076104;phosphate disodique dihydraté;;08/07/1997;07/03/2023
29116;NA;vigne rouge (feuille de) (extrait sec de);;07/11/2002;07/03/2023
29165;100000084441;nalméfène;;17/12/2012;13/03/2013
29205;100000158520;bétaïne (citrate de) anhydre;;27/06/2002;27/06/2008
29239;NA;magnésium (gluconate de) dihydraté;;08/07/1997;
29250;100000090554;citalopram (bromhydrate de);;08/07/1997;02/10/2008
29299;100000176638;délafloxacine;;17/12/2019;17/12/2019
29318;NA;immunoglobuline de lapin anti-thymocytes humains;;08/07/1997;19/02/2023
29335;100000087970;sunitinib;;09/08/2006;14/03/2013
29337;NA;ténofovir disoproxil;;14/05/2002;28/09/2017
29404;100000144580;ixazomib;;10/11/2016;
29442;100000093061;potassium (clavulanate de);;08/07/1997;21/10/2008
29456;100000174401;tezacaftor;;28/01/2019;28/01/2019
29486;100000089966;olmésartan médoxomil;;28/10/2003;18/02/2011
29521;100000175476;patisiran;;27/11/2018;27/11/2018
29547;100000076533;méfloquine (chlorhydrate de);;08/07/1997;12/10/2011
29566;300000002660;abrocitinib;;08/09/2021;09/09/2021
29577;100000091844;perméthrine;;08/07/1997;
29640;NA;Virus de la grippe fragmenté, inactivé, souche A/Michigan/45/2015 (H1N1)pdm09 - souche analogue (A/Michigan/45/2015, NYMC X-275) ;;08/08/2017;08/08/2017
29686;100000133836;sulfosilicoaluminate de sodium;;08/07/1997;26/10/2009
29808;100000115537;éthylènediamine (dichlorhydrate d');;08/07/1997;19/12/2012
29846;100000177402;ravulizumab ;;02/07/2019;02/07/2019
29848;100000092042;scopolamine;;08/07/1997;02/12/2010
29871;100000091671;ivermectine;;08/07/1997;30/11/2011
29878;100000092262;glycéryle (trinitrate de), solution de;;28/10/2002;26/12/2011
29909;100000090111;ibuprofène (lysinate d');;08/07/1997;28/06/2010
29922;NA;concentré de protéines coagulables ;;18/12/2003;20/10/2008
29925;100000093415;zanamivir;;23/04/1999;20/09/2010
30050;100000160644;pémétrexed monohydraté;;18/01/2016;
30108;100000088238;sélénite de sodium;;08/07/1997;08/11/2010
30158;100000076083;crospovidone;;08/07/1997;09/04/2010
30216;100000091373;proguanil (chlorhydrate de);;08/07/1997;16/12/2010
30227;100000084681;céfotiam hexétil (chlorhydrate de);;08/07/1997;13/08/2008
30272;100000091749;potassium;;19/02/2002;23/10/2003
30315;NA;espèces pectorales (extrait fluide d');;17/10/2002;19/02/2023
30337;NA;rhénium [186 Re] (sulfure de) colloïdal;;08/07/1997;19/02/2023
30401;100000182936;filgotinib (maléate de);;06/10/2020;06/10/2020
30409;100000092105;tazobactam sodique;;08/07/1997;22/10/2010
30470;100000093307;prasugrel;;16/07/2009;14/12/2009
30474;100000181691;vosoritide ;;11/08/2021;11/08/2021
30488;100000144600;afatinib (dimaléate d');;12/08/2013;13/03/2014
30604;100000181875;giltéritinib (fumarate de);;05/11/2019;05/11/2019
30613;100000090127;formotérol (fumarate de) dihydraté;;08/07/1997;21/04/2009
30646;100000083407;dexkétoprofène;;27/05/2002;
30765;NA;Curcuma longa (macéré de);;04/02/2003;19/02/2023
30788;NA;cocarboxylase tétrahydraté;;05/06/2000;13/01/2005
30834;100000084540;géméprost;;08/07/1997;28/04/2009
30849;100000078565;méthotrexate disodique;;04/09/2002;11/10/2011
30869;100000163386;ételcalcétide (chlorhydrate d');;24/11/2016;
30871;100000169091;émicizumab ;;08/06/2018;08/06/2018
30911;100000084827;ciclopirox olamine;;08/07/1997;29/09/2008
30925;100000093053;ceftriaxone sodique;;08/07/1997;25/08/2008
30981;100000089016;nicotine (résinate de);;08/07/1997;04/07/2011
31035;100000093024;iobenguane (131I);;23/09/2002;
